1506671999,Arkh24rus,Хэмилтон,Боттас,Феттель,Райкконен,Риккардо,Ферстаппен,Перес,Окон,Масса,Стролл
1506677522,AbrOhunter,Феттель,Райкконен,Хэмилтон,Риккардо,Боттас,Ферстаппен,Алонсо,Перес,Вандорн,Сайнс
1506678449,Prometeus,Хэмилтон,Боттас,Феттель,Райкконен,Риккардо,Ферстаппен,Перес,Масса,Окон,Хюлкенберг
1506700334,Kushavera,Хэмилтон,Феттель,Боттас,Риккардо,Райкконен,Ферстаппен,Сайнс,Масса,Хюлкенберг,Перес
1506703379,Kildin,Феттель,Райкконен,Риккардо,Ферстаппен,Хэмилтон,Боттас,Перес,Хюлкенберг,Окон,Масса
1506704792,gabo,Хэмилтон,Феттель,Риккардо,Боттас,Ферстаппен,Райкконен,Хюлкенберг,Масса,Грожан,Окон
1506707615,yesmish2002,Феттель,Хэмилтон,Риккардо,Боттас,Райкконен,Ферстаппен,Хюлкенберг,Алонсо,Окон,Перес
1506754638,neozoen,Феттель,Хэмилтон,Риккардо,Боттас,Ферстаппен,Перес,Хюлкенберг,Сайнс,Алонсо,Окон
1506756557,aspire89,Феттель,Хэмилтон,Райкконен,Боттас,Риккардо,Перес,Окон,Масса,Грожан,Сайнс
1506760231,0rion,Феттель,Хэмилтон,Райкконен,Ферстаппен,Риккардо,Боттас,Перес,Окон,Алонсо,Хюлкенберг
1506761905,shlang,Феттель,Райкконен,Риккардо,Хэмилтон,Ферстаппен,Боттас,Перес,Хюлкенберг,Алонсо,Сайнс
