1495816373,prfl,Феттель,Хэмилтон,Риккардо,Райкконен,Ферстаппен,Сайнс,Квят,Боттас,Перес,Окон
1495816715,Kushavera,Хэмилтон,Феттель,Боттас,Риккардо,Райкконен,Ферстаппен,Сайнс,Масса,Хюлкенберг,Перес
1495817460,Polykarp,Хэмилтон,Боттас,Феттель,Райкконен,Масса,Риккардо,Ферстаппен,Окон,Алонсо,Стролл
1495818581,Bovva_iDoc,Феттель,Хэмилтон,Боттас,Риккардо,Райкконен,Ферстаппен,Сайнс,Квят,Перес,Окон
1495819093,Dmitriy,Феттель,Риккардо,Хэмилтон,Ферстаппен,Квят,Райкконен,Боттас,Сайнс,Перес,Грожан
1495820667,GrayWolf,Феттель,Хэмилтон,Райкконен,Риккардо,Боттас,Перес,Хюлкенберг,Масса,Сайнс,Баттон
1495822563,buffaloid,Хэмилтон,Феттель,Боттас,Райкконен,Риккардо,Ферстаппен,Алонсо,Масса,Перес,Окон
1495826868,kybik,Хэмильтон,Феттель,Боттас,Ферстаппен,Райкконен,Риккардо,Масса,Перез,Сайнц,Ocon
1495827631,kybik,Хэмилтон,Феттель,Боттас,Ферстаппен,Райкконен,Риккардо,Масса,Перес,Сайнс,Окон
1495833444,neozoen,Феттель,Хэмилтон,Риккардо,Райкконен,Ферстаппен,Квят,Перес,Сайнс,Масса,Окон
1495840572,EverGreennn,Феттель,Хэмилтон,Боттас,Райкконен,Ферстаппен,Риккардо,Сайнс,Квят,Перес,Алонсо
1495864805,gunvor,Баттон,Алонсо,Окон,Стролл,Вандорн,Кнопкин,Верляйн,Эриксон,Палмер,Баттон
1495872367,koffy76,Феттель,Хэмилтон,Райкконен,Боттас,Риккардо,Ферстаппен,Перес,Хюлкенберг,Окон,Масса
1495879466,aspire89,Феттель,Райкконен,Риккардо,Хэмилтон,Ферстаппен,Боттас,Квят,Масса,Сайнс,Перес
1495880116,Kildin,Феттель,Райкконен,Хэмилтон,Боттас,Риккардо,Сайнс,Квят,Магнуссен,Перес,Вандорн
1495880499,elicaster,Феттель,Райкконен,Хэмилтон,Боттас,Риккардо,Квят,Сайнс,Ферстаппен,Перес,Вандорн
1495881383,0rion,Хэмилтон,Феттель,Ферстаппен,Боттас,Риккардо,Райкконен,Масса,Сайнс,Хюлкенберг,Перес
1495883316,shlang,Феттель,Райкконен,Хэмилтон,Боттас,Риккардо,Ферстаппен,Квят,Сайнс,Перес,Окон
1495885522,GeasMuire,Феттель,Райкконен,Хэмилтон,Боттас,Ферстаппен,Риккардо,Сайнс,Квят,Грожан,Перес
1495816165,yesmish2002,Хэмилтон,Ферстаппен,Феттель,Риккардо,Райкконен,Квят,Боттас,Сайнс,Перес,Окон
