1491490801,Prometeus,Хэмилтон,Феттель,Боттас,Райкконен,Риккардо,Ферстаппен,Масса,Квят,Перес,Сайнс
1491491784,koffy76,Хэмилтон,Феттель,Райкконен,Боттас,Ферстаппен,Масса,Риккардо,Перес,Сайнс,Квят
1491495691,Arkh24rus,Феттель,Хэмилтон,Райкконен,Боттас,Риккардо,Ферстаппен,Масса,Сайнс,Перес,Квят
1491500503,buffaloid,Хэмилтон,Феттель,Боттас,Райкконен,Перес,Риккардо,Ферстаппен,Масса,Сайнс,Грожан
1491500642,serviceman,Феттель,Райкконен,Хэмилтон,Ферстаппен,Алонсо,Боттас,Грожан,Сайнс,Хюлкенберг,Масса
1491506051,elicaster,Хэмилтон,Феттель,Боттас,Райкконен,Ферстаппен,Риккардо,Масса,Квят,Сайнс,Перес
1491510050,Kildin,Хэмилтон,Феттель,Боттас,Райкконен,Ферстаппен,Риккардо,Масса,Перес,Окон,Грожан
1491534983,aspire89,Феттель,Хэмилтон,Боттас,Райкконен,Риккардо,Ферстаппен,Квят,Масса,Хюлкенберг,Сайнс
1491555373,Galwayer,Хэмилтон,Феттель,Боттас,Ферстаппен,Райкконен,Риккардо,Масса,Перес,Хюлкенберг,Квят
1491555809,AbrOhunter,Райкконен,Хэмилтон,Феттель,Ферстаппен,Риккардо,Квят,Масса,Боттас,Алонсо,Хюлкенберг
1491561699,azbr,Хэмилтон,Феттель,Райкконен,Боттас,Ферстаппен,Масса,Риккардо,Грожан,Сайнс,Алонсо
1491564841,prfl,Феттель,Хэмилтон,Боттас,Райкконен,Ферстаппен,Риккардо,Масса,Перес,Грожан,Сайнс
1491579206,yesmish2002,Хэмилтон,Боттас,Феттель,Райкконен,Риккардо,Ферстаппен,Масса,Сайнс,Перес,Грожан
1491589212,Dmitriy,Хэмилтон,Боттас,Феттель,Ферстаппен,Райкконен,Риккардо,Перес,Квят,Масса,Грожан
1491591026,neozoen,Хэмилтон,Феттель,Ферстаппен,Райкконен,Боттас,Риккардо,Масса,Квят,Перес,Сайнс
1491624424,0rion,Хэмилтон,Ферстаппен,Риккардо,Феттель,Боттас,Райкконен,Масса,Грожан,Стролл,Сайнс
1491630237,elicaster,Феттель,Хэмилтон,Боттас,Райкконен,Ферстаппен,Риккардо,Масса,Квят,Сайнс,Перес
1491630670,GeasMuire,Феттель,Райкконен,Хэмилтон,Боттас,Риккардо,Ферстаппен,Масса,Стролл,Грожан,Сайнс
