1509099724,Prometeus,Хэмилтон,Феттель,Риккардо,Боттас,Ферстаппен,Райкконен,Масса,Перес,Сайнс,Окон
1509100789,gabo,Хэмилтон,Феттель,Риккардо,Боттас,Ферстаппен,Райкконен,Хюлкенберг,Сайнс,Окон,Перес
1509109703,Kushavera,Хэмилтон,Феттель,Боттас,Риккардо,Райкконен,Ферстаппен,Сайнс,Масса,Хюлкенберг,Перес
1509193839,yesmish2002,Хэмилтон,Феттель,Ферстаппен,Риккардо,Райкконен,Боттас,Перес,Окон,Хюлкенберг,Сайнс
1509200264,Arkh24rus,Хэмилтон,Боттас,Феттель,Риккардо,Ферстаппен,Райкконен,Хюлкенберг,Сайнс,Окон,Перес
1509207364,neozoen,Ферстаппен,Хэмилтон,Феттель,Боттас,Риккардо,Райкконен,Перес,Хюлкенберг,Окон,Сайнс
1509208749,elicaster,Хэмилтон,Феттель,Боттас,Ферстаппен,Райкконен,Риккардо,Перес,Окон,Сайнс,Хюлкенберг
1509210227,aspire89,Феттель,Хэмилтон,Ферстаппен,Боттас,Риккардо,Райкконен,Окон,Сайнс,Перес,Хюлкенберг
1509210728,shlang,Ферстаппен,Хэмилтон,Феттель,Боттас,Райкконен,Риккардо,Окон,Перес,Сайнс,Алонсо
1509211047,Kildin,Хэмилтон,Ферстаппен,Феттель,Риккардо,Боттас,Райкконен,Перес,Окон,Хюлкенберг,Сайнс
